subject_id,split,tract,streamline_count
sub-1055,trainset,MdLF_R,25973
sub-1055,trainset,OR_ML_L,22479
sub-1055,trainset,OR_ML_R,40242
sub-1055,trainset,POPT_L,16537
sub-1055,trainset,POPT_R,37215
sub-1055,trainset,PYT_L,56750
sub-1055,trainset,PYT_R,56791
sub-1055,trainset,SLF_L,47227
sub-1055,trainset,SLF_R,42275
sub-1055,trainset,UF_L,361
sub-1055,trainset,UF_R,133
sub-1017,trainset,AF_L,87831
sub-1017,trainset,AF_R,44438
sub-1017,trainset,CC_Fr_1,150677
sub-1017,trainset,CC_Fr_2,173625
sub-1017,trainset,CC_Oc,100179
sub-1017,trainset,CC_Pa,176778
sub-1017,trainset,CC_Pr_Po,83012
sub-1017,trainset,FPT_L,31014
sub-1017,trainset,FPT_R,6028
sub-1017,trainset,ILF_L,27910
sub-1017,trainset,ILF_R,9207
sub-1017,trainset,MCP,20435
sub-1017,trainset,MdLF_L,258
sub-1017,trainset,MdLF_R,166
sub-1017,trainset,OR_ML_L,37561
sub-1017,trainset,OR_ML_R,23771
sub-1017,trainset,POPT_L,7975
sub-1017,trainset,POPT_R,11099
sub-1017,trainset,PYT_L,36793
sub-1017,trainset,PYT_R,43575
sub-1017,trainset,SLF_L,11604
sub-1017,trainset,SLF_R,14705
sub-1044,trainset,AF_L,15405
sub-1044,trainset,AF_R,600
sub-1044,trainset,CC_Fr_1,57223
sub-1044,trainset,CC_Fr_2,238619
sub-1044,trainset,CC_Oc,60697
sub-1044,trainset,CC_Pa,115756
sub-1044,trainset,CC_Pr_Po,169098
sub-1044,trainset,FPT_L,12434
sub-1044,trainset,FPT_R,7562
sub-1044,trainset,ILF_L,27563
sub-1044,trainset,ILF_R,31360
sub-1044,trainset,MCP,32653
sub-1044,trainset,MdLF_L,4908
sub-1044,trainset,MdLF_R,1441
sub-1044,trainset,OR_ML_L,9644
sub-1044,trainset,OR_ML_R,15525
sub-1044,trainset,POPT_L,13097
sub-1044,trainset,POPT_R,52329
sub-1044,trainset,PYT_L,30785
sub-1044,trainset,PYT_R,57088
sub-1044,trainset,SLF_L,407
sub-1044,trainset,SLF_R,494
sub-1044,trainset,UF_L,4006
sub-1044,trainset,UF_R,5757
sub-1060,trainset,AF_L,4654
sub-1060,trainset,AF_R,7473
sub-1060,trainset,CC_Fr_1,81918
sub-1060,trainset,CC_Fr_2,114576
sub-1060,trainset,CC_Oc,82389
sub-1060,trainset,CC_Pr_Po,136292
sub-1060,trainset,CG_L,8511
sub-1060,trainset,CG_R,15452
sub-1060,trainset,MCP,20947
sub-1060,trainset,MdLF_L,4378
sub-1060,trainset,MdLF_R,2941
sub-1060,trainset,OR_ML_L,34041
sub-1060,trainset,OR_ML_R,18837
sub-1060,trainset,POPT_L,28247
sub-1060,trainset,POPT_R,14749
sub-1060,trainset,PYT_L,60945
sub-1060,trainset,PYT_R,59914
sub-1060,trainset,UF_L,2405
sub-1060,trainset,UF_R,50
sub-1023,trainset,AF_L,25350
sub-1023,trainset,AF_R,454
sub-1023,trainset,CC_Fr_1,109390
sub-1023,trainset,CC_Fr_2,212946
sub-1023,trainset,CC_Oc,35323
sub-1023,trainset,CC_Pa,116762
sub-1023,trainset,CC_Pr_Po,232968
sub-1023,trainset,CG_L,13632
sub-1023,trainset,CG_R,3019
sub-1023,trainset,ILF_L,19043
sub-1023,trainset,ILF_R,16343
sub-1023,trainset,MdLF_L,1643
sub-1023,trainset,MdLF_R,9622
sub-1023,trainset,OR_ML_L,29837
sub-1023,trainset,OR_ML_R,25613
sub-1023,trainset,SLF_L,959
sub-1023,trainset,SLF_R,6137
sub-1023,trainset,UF_L,50
sub-1023,trainset,UF_R,557
sub-1011,trainset,CC_Fr_1,89747
sub-1011,trainset,CC_Fr_2,94776
sub-1011,trainset,CC_Oc,141047
sub-1011,trainset,FPT_L,10486
sub-1011,trainset,FPT_R,7648
sub-1011,trainset,IFOF_L,31117
sub-1011,trainset,IFOF_R,23407
sub-1011,trainset,ILF_L,100331
sub-1011,trainset,ILF_R,66557
sub-1011,trainset,MdLF_L,1615
sub-1011,trainset,MdLF_R,37445
sub-1011,trainset,OR_ML_L,49749
sub-1011,trainset,OR_ML_R,4431
sub-1011,trainset,SLF_L,3877
sub-1011,trainset,SLF_R,1356
sub-1011,trainset,UF_L,528
sub-1011,trainset,UF_R,2741
sub-1064,trainset,AF_L,5740
sub-1064,trainset,AF_R,8764
sub-1064,trainset,CC_Fr_1,70115
sub-1064,trainset,CC_Fr_2,222974
sub-1064,trainset,CC_Oc,79832
sub-1064,trainset,CC_Pa,115241
sub-1064,trainset,CC_Pr_Po,284894
sub-1064,trainset,CG_L,8661
sub-1064,trainset,CG_R,2665
sub-1064,trainset,FAT_L,66797
sub-1064,trainset,FAT_R,120096
sub-1064,trainset,FPT_L,27763
sub-1064,trainset,FPT_R,5656
sub-1064,trainset,ILF_L,21549
sub-1064,trainset,ILF_R,14930
sub-1064,trainset,MdLF_L,10348
sub-1064,trainset,MdLF_R,7630
sub-1064,trainset,OR_ML_L,48433
sub-1064,trainset,OR_ML_R,4107
sub-1064,trainset,PYT_L,63209
sub-1064,trainset,PYT_R,31581
sub-1064,trainset,SLF_L,275
sub-1064,trainset,SLF_R,2435
sub-1064,trainset,UF_L,928
sub-1064,trainset,UF_R,2154
sub-1076,trainset,AF_L,27428
sub-1076,trainset,AF_R,2511
sub-1076,trainset,CC_Fr_1,129802
sub-1076,trainset,CC_Fr_2,180441
sub-1076,trainset,CC_Oc,35019
sub-1076,trainset,CC_Pa,120613
sub-1076,trainset,CC_Pr_Po,128597
sub-1076,trainset,CG_L,16508
sub-1076,trainset,CG_R,18138
sub-1076,trainset,FAT_L,30064
sub-1076,trainset,FAT_R,33495
sub-1076,trainset,FPT_L,23784
sub-1076,trainset,FPT_R,29325
sub-1076,trainset,ILF_L,57343
sub-1076,trainset,ILF_R,50684
sub-1076,trainset,MCP,17018
sub-1076,trainset,MdLF_L,858
sub-1076,trainset,MdLF_R,3941
sub-1076,trainset,OR_ML_L,28696
sub-1076,trainset,OR_ML_R,19799
sub-1076,trainset,POPT_L,15785
sub-1076,trainset,POPT_R,19538
sub-1076,trainset,PYT_L,104165
sub-1076,trainset,PYT_R,82460
sub-1076,trainset,SLF_L,26810
sub-1076,trainset,SLF_R,274
sub-1076,trainset,UF_L,331
sub-1076,trainset,UF_R,1871
sub-1033,trainset,CC_Oc,49951
sub-1033,trainset,CC_Pa,76886
sub-1033,trainset,ILF_L,23496
sub-1033,trainset,ILF_R,26248
sub-1033,trainset,MdLF_L,15601
sub-1033,trainset,MdLF_R,1087
sub-1033,trainset,OR_ML_L,17925
sub-1033,trainset,OR_ML_R,7354
sub-1033,trainset,SLF_L,869
sub-1033,trainset,SLF_R,388
sub-1033,trainset,UF_L,308
sub-1033,trainset,UF_R,252
sub-1051,trainset,CC_Fr_1,134095
sub-1051,trainset,CC_Fr_2,219820
sub-1051,trainset,CC_Oc,96304
sub-1051,trainset,CC_Pa,100256
sub-1051,trainset,CC_Pr_Po,106329
sub-1051,trainset,MCP,30386
sub-1051,trainset,MdLF_L,145
sub-1051,trainset,MdLF_R,2005
sub-1051,trainset,OR_ML_L,14471
sub-1051,trainset,OR_ML_R,76935
sub-1051,trainset,POPT_L,8919
sub-1051,trainset,POPT_R,10480
sub-1051,trainset,PYT_L,73275
sub-1051,trainset,PYT_R,80771
sub-1051,trainset,SLF_L,1076
sub-1051,trainset,SLF_R,2026
sub-1051,trainset,UF_L,87
sub-1051,trainset,UF_R,753
sub-1068,trainset,AF_L,6816
sub-1068,trainset,AF_R,11020
sub-1068,trainset,CC_Fr_1,80167
sub-1068,trainset,CC_Fr_2,116802
sub-1068,trainset,CC_Oc,30000
sub-1068,trainset,CG_L,7979
sub-1068,trainset,CG_R,4180
sub-1068,trainset,FAT_L,36448
sub-1068,trainset,FAT_R,72268
sub-1068,trainset,ILF_L,28978
sub-1068,trainset,ILF_R,57501
sub-1068,trainset,MdLF_L,5345
sub-1068,trainset,MdLF_R,40823
sub-1068,trainset,OR_ML_L,22010
sub-1068,trainset,OR_ML_R,686
sub-1068,trainset,SLF_L,2118
sub-1068,trainset,SLF_R,1373
sub-1068,trainset,UF_L,3180
sub-1068,trainset,UF_R,2296
sub-1014,trainset,AF_L,14432
sub-1014,trainset,AF_R,1372
sub-1014,trainset,CC_Fr_1,46885
sub-1014,trainset,CC_Fr_2,97605
sub-1014,trainset,CC_Oc,54210
sub-1014,trainset,CG_L,3246
sub-1014,trainset,CG_R,6152
sub-1014,trainset,FAT_L,87222
sub-1014,trainset,FAT_R,24370
sub-1014,trainset,FPT_L,22443
sub-1014,trainset,FPT_R,33956
sub-1014,trainset,IFOF_L,41376
sub-1014,trainset,IFOF_R,51115
sub-1014,trainset,ILF_L,44626
sub-1014,trainset,ILF_R,28627
sub-1014,trainset,MCP,23413
sub-1014,trainset,POPT_L,6002
sub-1014,trainset,POPT_R,14657
sub-1014,trainset,PYT_L,54442
sub-1014,trainset,PYT_R,80024
sub-1004,trainset,AF_L,18071
sub-1004,trainset,AF_R,4155
sub-1004,trainset,CC_Fr_1,80771
sub-1004,trainset,CC_Fr_2,95851
sub-1004,trainset,CC_Oc,59518
sub-1004,trainset,CC_Pr_Po,69683
sub-1004,trainset,CG_L,19894
sub-1004,trainset,CG_R,13186
sub-1004,trainset,ILF_L,32184
sub-1004,trainset,ILF_R,21021
sub-1004,trainset,MdLF_L,1323
sub-1004,trainset,MdLF_R,24215
sub-1004,trainset,OR_ML_L,21827
sub-1004,trainset,OR_ML_R,1496
sub-1004,trainset,SLF_L,3051
sub-1004,trainset,SLF_R,42380
sub-1038,trainset,CC_Fr_1,60733
sub-1038,trainset,CC_Oc,53767
sub-1038,trainset,FAT_L,60239
sub-1038,trainset,FAT_R,102255
sub-1038,trainset,FPT_L,10784
sub-1038,trainset,FPT_R,67628
sub-1038,trainset,ILF_L,37618
sub-1038,trainset,ILF_R,45541
sub-1038,trainset,MCP,11375
sub-1038,trainset,MdLF_L,9890
sub-1038,trainset,MdLF_R,6538
sub-1038,trainset,OR_ML_L,9985
sub-1038,trainset,OR_ML_R,1403
sub-1038,trainset,POPT_L,13335
sub-1038,trainset,POPT_R,61585
sub-1038,trainset,PYT_L,30519
sub-1038,trainset,PYT_R,79965
sub-1038,trainset,SLF_L,954
sub-1038,trainset,SLF_R,7568
sub-1038,trainset,UF_L,5752
sub-1038,trainset,UF_R,2562
sub-1045,trainset,CC_Fr_1,89064
sub-1045,trainset,CC_Fr_2,149475
sub-1045,trainset,CC_Oc,82368
sub-1045,trainset,CG_L,4493
sub-1045,trainset,CG_R,4374
sub-1045,trainset,FAT_L,69659
sub-1045,trainset,FAT_R,34318
sub-1045,trainset,FPT_L,36209
sub-1045,trainset,FPT_R,17562
sub-1045,trainset,ILF_L,61085
sub-1045,trainset,ILF_R,94036
sub-1045,trainset,MdLF_L,5107
sub-1045,trainset,MdLF_R,22132
sub-1045,trainset,OR_ML_L,11808
sub-1045,trainset,OR_ML_R,19018
sub-1045,trainset,POPT_L,2207
sub-1045,trainset,POPT_R,12265
sub-1045,trainset,PYT_L,74092
sub-1045,trainset,PYT_R,64373
sub-1045,trainset,SLF_L,3068
sub-1045,trainset,SLF_R,1046
sub-1045,trainset,UF_L,294
sub-1045,trainset,UF_R,255
sub-1062,trainset,AF_L,18269
sub-1062,trainset,AF_R,5195
sub-1062,trainset,CC_Fr_1,44070
sub-1062,trainset,CC_Fr_2,103072
sub-1062,trainset,CC_Oc,83991
sub-1062,trainset,CC_Pa,73727
sub-1062,trainset,CC_Pr_Po,93478
sub-1062,trainset,CG_L,3188
sub-1062,trainset,CG_R,9713
sub-1062,trainset,FAT_L,88041
sub-1062,trainset,FAT_R,14510
sub-1062,trainset,FPT_L,15204
sub-1062,trainset,FPT_R,10985
sub-1062,trainset,ILF_L,145799
sub-1062,trainset,ILF_R,57430
sub-1062,trainset,MCP,44260
sub-1062,trainset,MdLF_L,26963
sub-1062,trainset,MdLF_R,3968
sub-1062,trainset,OR_ML_L,21672
sub-1062,trainset,OR_ML_R,26116
sub-1062,trainset,POPT_L,2142
sub-1062,trainset,POPT_R,7379
sub-1062,trainset,SLF_L,304
sub-1062,trainset,SLF_R,645
sub-1062,trainset,UF_L,772
sub-1062,trainset,UF_R,527
sub-1074,trainset,AF_L,26237
sub-1074,trainset,AF_R,15055
sub-1074,trainset,CC_Fr_1,108313
sub-1074,trainset,CC_Fr_2,239138
sub-1074,trainset,CC_Oc,78241
sub-1074,trainset,CC_Pa,81385
sub-1074,trainset,CC_Pr_Po,187563
sub-1074,trainset,FAT_L,52826
sub-1074,trainset,FAT_R,17249
sub-1074,trainset,FPT_L,15124
sub-1074,trainset,FPT_R,24375
sub-1074,trainset,ILF_L,27100
sub-1074,trainset,ILF_R,56614
sub-1074,trainset,MCP,26080
sub-1074,trainset,MdLF_L,24896
sub-1074,trainset,MdLF_R,220
sub-1074,trainset,OR_ML_L,50055
sub-1074,trainset,OR_ML_R,21431
sub-1074,trainset,POPT_L,11790
sub-1074,trainset,POPT_R,19187
sub-1074,trainset,PYT_L,52240
sub-1074,trainset,PYT_R,65412
sub-1074,trainset,SLF_L,30886
sub-1074,trainset,SLF_R,90205
sub-1074,trainset,UF_L,2366
sub-1074,trainset,UF_R,9936
sub-1027,trainset,AF_L,35999
sub-1027,trainset,AF_R,24675
sub-1027,trainset,CC_Fr_1,156094
sub-1027,trainset,CC_Fr_2,263514
sub-1027,trainset,CC_Oc,75018
sub-1027,trainset,CC_Pa,263477
sub-1027,trainset,CC_Pr_Po,191059
sub-1027,trainset,FPT_L,15179
sub-1027,trainset,FPT_R,25723
sub-1027,trainset,ILF_L,13855
sub-1027,trainset,ILF_R,19665
sub-1027,trainset,MdLF_L,3938
sub-1027,trainset,MdLF_R,588
sub-1027,trainset,OR_ML_L,9229
sub-1027,trainset,OR_ML_R,154
sub-1027,trainset,POPT_L,14938
sub-1027,trainset,POPT_R,20099
sub-1027,trainset,PYT_L,88117
sub-1027,trainset,PYT_R,67297
sub-1027,trainset,SLF_L,8126
sub-1027,trainset,SLF_R,18479
sub-1012,trainset,AF_L,10294
sub-1012,trainset,AF_R,8899
sub-1012,trainset,CC_Oc,54973
sub-1012,trainset,CC_Pa,79084
sub-1012,trainset,CC_Pr_Po,130535
sub-1012,trainset,CG_L,11549
sub-1012,trainset,CG_R,6757
sub-1012,trainset,FAT_L,87134
sub-1012,trainset,FAT_R,72785
sub-1012,trainset,IFOF_L,12364
sub-1012,trainset,IFOF_R,60310
sub-1012,trainset,ILF_L,13702
sub-1012,trainset,ILF_R,72410
sub-1012,trainset,MCP,11780
sub-1012,trainset,MdLF_L,12891
sub-1012,trainset,MdLF_R,23233
sub-1012,trainset,OR_ML_L,16100
sub-1012,trainset,OR_ML_R,840
sub-1012,trainset,POPT_L,1927
sub-1012,trainset,POPT_R,6779
sub-1012,trainset,SLF_L,1219
sub-1012,trainset,SLF_R,10130
sub-1012,trainset,UF_L,247
sub-1012,trainset,UF_R,243
sub-1018,trainset,CC_Fr_1,140780
sub-1018,trainset,CC_Fr_2,93357
sub-1018,trainset,CC_Oc,58081
sub-1018,trainset,CC_Pa,100876
sub-1018,trainset,CC_Pr_Po,153242
sub-1018,trainset,FAT_L,32643
sub-1018,trainset,FAT_R,19045
sub-1018,trainset,ILF_L,46496
sub-1018,trainset,ILF_R,14588
sub-1018,trainset,OR_ML_L,31842
sub-1018,trainset,OR_ML_R,3957
sub-1018,trainset,POPT_L,28623
sub-1018,trainset,POPT_R,21632
sub-1018,trainset,PYT_L,38729
sub-1018,trainset,PYT_R,46459
sub-1018,trainset,SLF_L,14176
sub-1018,trainset,SLF_R,3591
sub-1018,trainset,UF_L,228
sub-1018,trainset,UF_R,858
sub-1042,trainset,AF_L,4162
sub-1042,trainset,AF_R,9985
sub-1042,trainset,CC_Fr_1,104268
sub-1042,trainset,CC_Fr_2,124095
sub-1042,trainset,CC_Oc,36021
sub-1042,trainset,CC_Pa,103481
sub-1042,trainset,CC_Pr_Po,120133
sub-1042,trainset,CG_L,9866
sub-1042,trainset,CG_R,17840
sub-1042,trainset,FAT_L,30078
sub-1042,trainset,FAT_R,76481
sub-1042,trainset,ILF_L,12492
sub-1042,trainset,ILF_R,15233
sub-1042,trainset,MCP,50580
sub-1042,trainset,MdLF_L,17023
sub-1042,trainset,MdLF_R,34201
sub-1042,trainset,OR_ML_L,33647
sub-1042,trainset,OR_ML_R,31118
sub-1042,trainset,POPT_L,26286
sub-1042,trainset,POPT_R,41839
sub-1042,trainset,PYT_L,53116
sub-1042,trainset,PYT_R,49980
sub-1042,trainset,UF_L,149
sub-1042,trainset,UF_R,675
sub-1025,trainset,CC_Oc,38474
sub-1025,trainset,CC_Pa,144343
sub-1025,trainset,CC_Pr_Po,122820
sub-1025,trainset,CG_L,9140
sub-1025,trainset,CG_R,4780
sub-1025,trainset,FAT_L,77527
sub-1025,trainset,FAT_R,34715
sub-1025,trainset,FPT_L,4736
sub-1025,trainset,FPT_R,15554
sub-1025,trainset,ILF_L,68895
sub-1025,trainset,ILF_R,84987
sub-1025,trainset,MdLF_L,8925
sub-1025,trainset,MdLF_R,14887
sub-1025,trainset,POPT_L,31038
sub-1025,trainset,POPT_R,9155
sub-1025,trainset,PYT_L,38176
sub-1025,trainset,PYT_R,30473
sub-1025,trainset,SLF_L,15801
sub-1025,trainset,SLF_R,2783
sub-1002,trainset,AF_L,14565
sub-1002,trainset,AF_R,15278
sub-1002,trainset,CC_Fr_2,91125
sub-1002,trainset,FAT_L,110754
sub-1002,trainset,FAT_R,14681
sub-1002,trainset,IFOF_L,25483
sub-1002,trainset,IFOF_R,63451
sub-1002,trainset,ILF_L,18044
sub-1002,trainset,ILF_R,9538
sub-1002,trainset,MdLF_L,5955
sub-1002,trainset,MdLF_R,6948
sub-1002,trainset,OR_ML_L,27914
sub-1002,trainset,OR_ML_R,19153
sub-1002,trainset,UF_L,388
sub-1002,trainset,UF_R,831
sub-1056,trainset,AF_L,12215
sub-1056,trainset,AF_R,855
sub-1056,trainset,CC_Fr_1,131935
sub-1056,trainset,CC_Fr_2,254264
sub-1056,trainset,CC_Oc,119516
sub-1056,trainset,CC_Pa,272713
sub-1056,trainset,CC_Pr_Po,208956
sub-1056,trainset,CG_L,24358
sub-1056,trainset,CG_R,11556
sub-1056,trainset,FPT_L,30671
sub-1056,trainset,FPT_R,7818
sub-1056,trainset,ILF_L,32601
sub-1056,trainset,ILF_R,29763
sub-1056,trainset,MCP,22093
sub-1056,trainset,MdLF_L,4868
sub-1056,trainset,MdLF_R,11185
sub-1056,trainset,OR_ML_L,24205
sub-1056,trainset,OR_ML_R,15402
sub-1056,trainset,POPT_L,20193
sub-1056,trainset,POPT_R,4949
sub-1056,trainset,PYT_L,57067
sub-1056,trainset,PYT_R,58607
sub-1056,trainset,SLF_L,3645
sub-1056,trainset,SLF_R,22277
sub-1034,trainset,CC_Fr_1,100072
sub-1034,trainset,CC_Fr_2,196523
sub-1034,trainset,CC_Oc,99617
sub-1034,trainset,CC_Pa,173861
sub-1034,trainset,CC_Pr_Po,74231
sub-1034,trainset,CG_L,9154
sub-1034,trainset,CG_R,6660
sub-1034,trainset,FAT_L,92501
sub-1034,trainset,FAT_R,65932
sub-1034,trainset,ILF_L,28446
sub-1034,trainset,ILF_R,46985
sub-1034,trainset,MdLF_L,639
sub-1034,trainset,MdLF_R,4510
sub-1034,trainset,OR_ML_L,12859
sub-1034,trainset,OR_ML_R,10406
sub-1034,trainset,UF_L,722
sub-1034,trainset,UF_R,360
sub-1069,trainset,AF_L,35969
sub-1069,trainset,AF_R,2850
sub-1069,trainset,CC_Fr_2,133126
sub-1069,trainset,CC_Oc,39175
sub-1069,trainset,FAT_L,126224
sub-1069,trainset,FAT_R,93825
sub-1069,trainset,FPT_L,43231
sub-1069,trainset,FPT_R,24069
sub-1069,trainset,ILF_L,65430
sub-1069,trainset,ILF_R,45092
sub-1069,trainset,MdLF_L,12373
sub-1069,trainset,MdLF_R,14123
sub-1069,trainset,OR_ML_L,27224
sub-1069,trainset,OR_ML_R,50604
sub-1069,trainset,POPT_L,36248
sub-1069,trainset,POPT_R,6486
sub-1069,trainset,PYT_L,71339
sub-1069,trainset,PYT_R,96745
sub-1069,trainset,SLF_L,297
sub-1069,trainset,SLF_R,2972
sub-1078,trainset,AF_L,46310
sub-1078,trainset,AF_R,1723
sub-1078,trainset,CC_Fr_1,135803
sub-1078,trainset,CC_Fr_2,193313
sub-1078,trainset,CC_Oc,101319
sub-1078,trainset,CC_Pa,108456
sub-1078,trainset,CC_Pr_Po,135454
sub-1078,trainset,CG_L,20833
sub-1078,trainset,CG_R,6428
sub-1078,trainset,FPT_L,27280
sub-1078,trainset,FPT_R,36368
sub-1078,trainset,ILF_L,9415
sub-1078,trainset,ILF_R,9579
sub-1078,trainset,MCP,48950
sub-1078,trainset,OR_ML_L,17731
sub-1078,trainset,OR_ML_R,45276
sub-1078,trainset,POPT_L,27577
sub-1078,trainset,POPT_R,5623
sub-1078,trainset,PYT_L,84206
sub-1078,trainset,PYT_R,80539
sub-1078,trainset,UF_L,25748
sub-1078,trainset,UF_R,8624
sub-1005,trainset,CC_Fr_1,119053
sub-1005,trainset,CC_Fr_2,239074
sub-1005,trainset,CC_Oc,132562
sub-1005,trainset,CC_Pa,102941
sub-1005,trainset,CC_Pr_Po,205463
sub-1005,trainset,FAT_L,118272
sub-1005,trainset,FAT_R,111854
sub-1005,trainset,FPT_L,6234
sub-1005,trainset,FPT_R,9212
sub-1005,trainset,IFOF_L,14780
sub-1005,trainset,IFOF_R,49230
sub-1005,trainset,ILF_L,30816
sub-1005,trainset,ILF_R,30934
sub-1005,trainset,MCP,33126
sub-1005,trainset,MdLF_L,127
sub-1005,trainset,MdLF_R,5288
sub-1005,trainset,OR_ML_L,17739
sub-1005,trainset,OR_ML_R,9830
sub-1005,trainset,POPT_L,27875
sub-1005,trainset,POPT_R,38931
sub-1005,trainset,PYT_L,52575
sub-1005,trainset,PYT_R,57035
sub-1005,trainset,SLF_L,2118
sub-1005,trainset,SLF_R,43638
sub-1030,trainset,AF_L,42432
sub-1030,trainset,AF_R,10262
sub-1030,trainset,CC_Fr_1,111214
sub-1030,trainset,CC_Fr_2,206911
sub-1030,trainset,CC_Oc,63184
sub-1030,trainset,CC_Pa,133846
sub-1030,trainset,CC_Pr_Po,245754
sub-1030,trainset,CG_L,12399
sub-1030,trainset,CG_R,9408
sub-1030,trainset,FAT_L,58884
sub-1030,trainset,FAT_R,20899
sub-1030,trainset,FPT_L,15726
sub-1030,trainset,FPT_R,10541
sub-1030,trainset,ILF_L,36422
sub-1030,trainset,ILF_R,45252
sub-1030,trainset,MdLF_L,8114
sub-1030,trainset,MdLF_R,13234
sub-1030,trainset,OR_ML_L,29498
sub-1030,trainset,OR_ML_R,2565
sub-1030,trainset,POPT_L,12562
sub-1030,trainset,POPT_R,10138
sub-1030,trainset,PYT_L,44995
sub-1030,trainset,PYT_R,25124
sub-1030,trainset,SLF_L,4208
sub-1030,trainset,SLF_R,19993
sub-1030,trainset,UF_L,357
sub-1030,trainset,UF_R,92
sub-1026,trainset,CC_Fr_1,79067
sub-1026,trainset,CC_Fr_2,97628
sub-1026,trainset,CC_Pa,66355
sub-1026,trainset,ILF_L,16484
sub-1026,trainset,ILF_R,14035
sub-1026,trainset,MdLF_L,2712
sub-1026,trainset,MdLF_R,604
sub-1026,trainset,OR_ML_L,28403
sub-1026,trainset,OR_ML_R,20475
sub-1026,trainset,SLF_L,143
sub-1026,trainset,SLF_R,31819
sub-1003,trainset,AF_L,11774
sub-1003,trainset,AF_R,21730
sub-1003,trainset,CC_Fr_1,143371
sub-1003,trainset,CC_Fr_2,128575
sub-1003,trainset,CC_Oc,46628
sub-1003,trainset,CC_Pa,134622
sub-1003,trainset,CC_Pr_Po,128805
sub-1003,trainset,CG_L,11333
sub-1003,trainset,CG_R,3599
sub-1003,trainset,FAT_L,41678
sub-1003,trainset,FAT_R,51277
sub-1003,trainset,ILF_L,18974
sub-1003,trainset,ILF_R,15746
sub-1003,trainset,MdLF_L,2742
sub-1003,trainset,MdLF_R,11462
sub-1003,trainset,SLF_L,7730
sub-1003,trainset,SLF_R,16091
sub-1003,trainset,UF_L,183
sub-1003,trainset,UF_R,4290
sub-1065,trainset,AF_L,7457
sub-1065,trainset,AF_R,5507
sub-1065,trainset,CC_Fr_1,91746
sub-1065,trainset,CC_Fr_2,238358
sub-1065,trainset,CC_Oc,53523
sub-1065,trainset,CC_Pa,112742
sub-1065,trainset,CC_Pr_Po,158278
sub-1065,trainset,CG_L,12752
sub-1065,trainset,CG_R,27829
sub-1065,trainset,FPT_L,15812
sub-1065,trainset,FPT_R,23990
sub-1065,trainset,FX_L,85
sub-1065,trainset,FX_R,154
sub-1065,trainset,ILF_L,56281
sub-1065,trainset,ILF_R,35720
sub-1065,trainset,MCP,27641
sub-1065,trainset,MdLF_L,7575
sub-1065,trainset,MdLF_R,41069
sub-1065,trainset,POPT_L,15820
sub-1065,trainset,POPT_R,11505
sub-1065,trainset,PYT_L,67009
sub-1065,trainset,PYT_R,77388
sub-1065,trainset,SLF_L,2936
sub-1065,trainset,SLF_R,10289
